Outside of school, how many days per week does your child play or practice team sports?|active lifestyle
Outside of school, how many days per week does your child have activity training or instruction not in a team sport (e.g., martial arts, dance, tennis)|active lifestyle
How many days per week does your child have gym or Phys Ed class at school?|active lifestyle
how much time did your child spend walking your dog last week?|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Watching television/videos/DVDs|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Playing computer or video games (like Nintendo or xbox)|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Using the internet, emailing, or other electronic media for leisure|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Doing homework (including reading, writing, or using the computer)|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Sitting listening to music (on radio, CD, tape, MP3, iPod, etc.)|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Sitting talking on the telephone or texting|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Sitting/hanging out/talking with friends or family|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Reading a book or magazine NOT for school (including comic books)|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Doing inactive hobbies (music, art, crafts, clubs, going to movies etc)|active lifestyle
Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Riding or driving in a car|active lifestyle
How often does your child's school have supervised physical activities after school?|environment
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Shopping (eg, grocery, clothes)|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Stair climbing while carrying a load.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Laundry: Unloading/ loading machine, hanging, folding only|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Laundry: Washing clothes by hand|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Light housework: tidying, dusting, sweeping, collecting rubbish in the home, polishing, ironing.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Heavy housework: vacuuming, mopping, scrubbing floors and walls, moving furniture, boxes or rubbish bins.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Food preparation: chopping, stirring, moving about to get food items and pans.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Food service: setting table, carrying food, serving food|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Dish washing: clearing the table, washing /drying dishes, putting dishes away.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Light home repair. Small appliance repair, light home maintenance / repair.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Heavy home repair: painting, carpentry, washing/polishing car.|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Yard work Gardening, pruning, planting, weeding, digging, hoeing|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Yard work: Lawn mowing (walking only)|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Yard work: Clearing walks/driveways: sweeping, shoveling, raking|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Care taking: Older or disabled person (lifting, pushing wheelchair)|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Care taking: Child care (lifting, carrying, pushing pram)|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Brisk walking|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Pool exercises, stretching, yoga|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Vigorous calisthenics, aerobics|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Cycling|active lifestyle
We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Swimming (laps only)|active lifestyle
About how long do you do this vigorous activity/ies each time?|active lifestyle
Think about the walks you have taken in the past month. About how many times per month did you walk for at least 10 minutes or more without stopping which was not strenuous enough to cause large increases in breathing, heart rate, or leg fatigue or cause you to perspire?|active lifestyle
When you did this walking, for how many minutes did you do it?|active lifestyle
About how many hours per day do you spend moving around on your feet while doing things? Please report only the item that you are actually moving.|active lifestyle
Think about how much time you spend standing or moving around on your feet on an average day during the past month. About how many how per day do you stand?|active lifestyle
About how many hours did you spend sitting on an average day during the past month?|active lifestyle
About how many flights of stairs do you climb up each day? (let 10 steps = 1 flight|active lifestyle
Please compare the amount of physical activity that you do during other seasons of the year with the amount of activity you just reported for a typical week in the past month. For example, in the summer, do you do more or less activity than what you reported in the past month?|active lifestyle
How often do you exercise?|active lifestyle
With what intensity do you usually exercise?|active lifestyle
How long do you usually work out?|active lifestyle
Yesterday, were you physically active for a total of at least 60 minutes? (Add up all the time you spent in any kind of physical activity that increased your heart rate and made you breathe hard some of the time.)|active lifestyle
During the past 7 days, on how many days were you physically active for a total of at least 60 minutes per day?|active lifestyle
On how many of the past 7 days did you exercise or participate in physical activity for at least 20 minutes that made you sweat and breathe hard, such as basketball, soccer, running, swimming laps, fast bicycling, fast dancing, or similar aerobic activities?|active lifestyle
On how many of the past 7 days did you do exercises to strengthen or tone your muscles, such as push-ups, sit-ups, or weight lifting?|active lifestyle
On an average school day, how many hours do you play video or computer games or use a computer for something that is not school work? (Include activities such as Nintendo, Game Boy, PlayStation, Xbox, computer games, and the Internet.)|active lifestyle
On an average school day, how many hours do you spend watching DVDs or videos? Include DVDs or videos you watch on a TV, computer, iPod, or other portable device.|active lifestyle
On an average school day, how many hours do you watch TV?|active lifestyle
In an average week when you are in school, on how many days do you go to physical education (PE) classes?|active lifestyle
During the past 12 months, on how many sports teams did you play? (Include teams run by your school or community groups.)|active lifestyle
In an average week when you are in school, on how many days do you walk or ride your bike to school when weather allows you to do so?|active lifestyle
In an average week when you are in school, on how many days do you walk or ride your bike home from school when weather allows you to do so?|environment
During a typical week, how often does an adult in your householdencourage you to do physical activities or play sports?|environment
During a typical week, how often does an adult in your householddo a physical activity or play sports with you?|environment
During a typical week, how often does an adult in your householdprovide transportation to a place where you can do physical activities or play sports?|environment
During a typical week, how often does an adult in your householdwatch you participate in physical activities or sports?|environment
During the past 30 days, did you exercise to lose weight or to keep from gaining weight?|active lifestyle
Over the past 7 days, how often did you participate in sitting activities such as reading, watching TV, or doing handcrafts?|active lifestyle
On average, how many hours per day did you engage in these sitting activities?|active lifestyle
Over the past 7 days, how often did you take a walk outside your home or yard for any reason? For example, for fun or exercise, walking to work, walking the dog, walking in a mall, etc?|active lifestyle
On average, how many hours per day did you spend walking?|active lifestyle
Over the past 7 days, how often did you engage in light sport or recreational activities such as bowling, golf with a cart, shuffleboard, fishing from a boat or pier or other similar activities?|active lifestyle
On average, how many hours per day did you engage in these light sport or recreational activities?|active lifestyle
Over the past 7 days, how often did you engage in moderate sport or recreational activities such as doubles tennis, ballroom dancing, hunting, ice skating, golf without a cart, softball or other similar activities?|active lifestyle
On average, how many hours per day did you engage in these moderate sport or recreational activities?|active lifestyle
Over the past 7 days, how often did you engage in strenuous sport or recreational activities such as jogging, swimming, cycling, singles tennis, aerobic dance, skiing (downhill or cross country or other similar activities?|active lifestyle
On average, how many hours per day did you engage in these strenuous activities?|active lifestyle
Over the past 7 days, how often did you do any exercises specifically to increase muscle strength or endurance, such as lifting weights or pushups, etc?|active lifestyle
On average, how many hours per day did you engage in exercises to increase muscle strength or endurance, such as lifting weights, pushups, or physical therapy with weights, etc.?|active lifestyle
During the past 7 days, have you done any light housework, such as dusting, washing or drying dishes, or ironing?|active lifestyle
During the past 7 days, have you done any heavy housework or chores such as vacuuming, scrubbing floors, washing windows, or carrying wood?|active lifestyle
During the past 7 days, did you engage in home repairs like painting, wallpapering, electrical work, etc.?|active lifestyle
During the past 7 days, did you engage in lawn work or yard care, including snow or leaf removal, chopping wood, etc?|active lifestyle
During the past 7 days, did you engage in outdoor gardening?|active lifestyle
Which of the following categories best describes the amount of physical activity required on your job and/or volunteer work?|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times?; Skipping|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Rowing/canoeing|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? In-line skating|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Tag|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Walking for exercise|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Bicycling|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Jogging or running|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Aerobics|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Swimming|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Baseball, softball|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Dance|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Football|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Badminton|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Skateboarding|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? soccer|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Street hockey|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? volleyball|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Floor hockey|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Basketball|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Ice skating|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Cross-country skiing|active lifestyle
Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Ice hockey/ringette|active lifestyle
In the last 7 days, during your physical education (PE) classes, how often were you very active (playing hard, running, jumping, throwing)?|active lifestyle
In the last 7 days, on how many days right after school, did you do sports, dance, or play games in which you were very active? (Check one only.)|active lifestyle
In the last 7 days, on how many evenings did you do sports, dance, or play games in which you were very active?|active lifestyle
On the last weekend, how many times did you do sports, dance, or play games in which you were very active?|active lifestyle
How likely are you to be physically active 3-5 times a week?|active lifestyle
How likely you to exercise and keep moving for most of the time in your after school program?|active lifestyle
How likely are you to run or bike 3-5 times a week?|active lifestyle
How likely are you to keep up a steady pace without stopping for 15- 20 minutes when you are physically active?|physical capacity
How long does your sport or physical activity go for each time?|active lifestyle
I enjoy doing at least 60 minutes of moderate physical activities every day.|active lifestyle
I look for ways to include activity in my daily life|active lifestyle
I do some kind of stretching and strength activities at least 3 times a week.|active lifestyle
How often do you get around on foot or by bicycle?|active lifestyle
How often do you take the stairs instead of using the elevator?|active lifestyle
How many times a week do you exercise for at least 30 minutes?|active lifestyle
Do you organize your time so as to include exercise?|active lifestyle
Do you find alternative ways of staying active when the weather is bad and you don't want to go outside to exercise?|environment
Do you follow the physical activity recommendations to help you lose weight?|active lifestyle
Do you limit your physical activity for fear of being hungry at the end of a training session?|environment
With me, it's all or nothing, either I exercise every day or I don't do it at all for the week|active lifestyle
I'm too tired to cook or exercise|environment
Do you engage in moderate physical activity 4  5 times / week?|active lifestyle
Do you enjoy being physically active?|active lifestyle
What activities do you participate in now? How often?|active lifestyle
How far do you walk each day? (To and from classes, etc.)|active lifestyle
I engage in physical exercise on a daily basis.|active lifestyle
I engage in one/more of the following forms of exercise: walking, jogging/running or weightlifting.|active lifestyle
I exercise more than three days per week|active lifestyle
My best friend likes to exercise.|environment
I will engage in other forms of exercise if I am unable to engage in my usual form of exercise.|active lifestyle
Does your work involve vigorous-intensity activity that causes large increases in breathing or heart rate like [carrying or lifting heavy loads, digging or construction work] for at least 10 minutes continuously?|environment
In a typical week, on how many days do you do vigorous-intensity activities as part of your work?|active lifestyle
How much time do you spend doing vigorous-intensity activities at work on a typical day?|active lifestyle
Does your work involve moderate-intensity activity, that causes small increases in breathing or heart rate such as brisk walking [or carrying light loads] for at least 10 minutes continuously?|physical capacity
In a typical week, on how many days do you do moderate-intensity activities as part of your work?|active lifestyle
Do you walk or use a bicycle (pedal cycle) for at least 10 minutes continuously to get to and from places?|active lifestyle
In a typical week, on how many days do you walk or bicycle for at least 10 minutes continuously to get to and from places?|active lifestyle
How much time do you spend walking or bicycling for travel on a typical day?|active lifestyle
Do you do any vigorous-intensity sports, fitness or recreational (leisure) activities that cause large increases in breathing or heart rate like [running or football] for at least 10 minutes continuously?|active lifestyle
In a typical week, on how many days do you do vigorous-intensity sports, fitness or recreational (leisure) activities?|active lifestyle
How much time do you spend doing vigorous-intensity sports, fitness or recreational activities on a typical day?|active lifestyle
In a typical week, on how many days do you do moderate-intensity sports, fitness or recreational (leisure) activities?|active lifestyle
How much time do you spend doing moderate-intensity sports, fitness or recreational (leisure) activities on a typical day?|active lifestyle
Last week did you walk continuously for at least 10 min for recreation, exercise or to get to and from places?|active lifestyle
How many days last week did you spend walking each day?|active lifestyle
On average, how many total minutes did you spend walking each day?|active lifestyle
Did you do this activity today : Walk to work, school, shopping?|active lifestyle
How long did you do this activity today: walk to work, school, shopping?|active lifestyle
Did you do this activity today: bicycle to work, school, shopping?|active lifestyle
How long did you do this activity today: bicycle to work, school, shopping?|active lifestyle
Did you do this activity today: walking at work?|active lifestyle
How long did you do this activity today: walking at work?|active lifestyle
Did you do this activity today: walking for exercise?|active lifestyle
How long: did you do this activity today: walking for exercise?|active lifestyle
Did you do this activity today: bicycling?|active lifestyle
How long did you do this activity today: bicycling?|active lifestyle
Did you do this activity today: walking for pleasure or social?|active lifestyle
How Long: did you do this activity today: walking for pleasure or social?|active lifestyle
Did you do any walks of 2 miles or more (at least 40 minutes) in the past 4 weeks?|active lifestyle
During the past 4 weeks, how many times did you do any long walks of 2 miles or more?|active lifestyle
During the last week, how many times did you do any long walks of 2 miles or more?|active lifestyle
How long did you spend walking on the most recent occasion you did a walk of 2 miles or more?|active lifestyle
During the last week, did you do any walks between 1 and 2 miles (walking about 20 to 30 min)?|active lifestyle
During the past week, how many times did you do any long walks between 1 and 2 miles (walking about 20 to 30 min)?|active lifestyle
Yesterday, how many times did you do any long walks between 1 and 2 miles (walking about 20 to 30 min)?|active lifestyle
In the last week, have you done any shorter walks which lasted at least 5 minutes?|active lifestyle
During the time from when you left school up to the present, have you, at any time, walked for 2 miles or more on a regular basis, for a period of at least 2 years?|active lifestyle
About how many years total did you walked for 2 miles or more on a regular basis?|active lifestyle
Did you do it in the last 4 weeks: walking upstairs or using a stair climber?|active lifestyle
How many times did you do it in the last 4 weeks: walking upstairs or using a stair climber?|active lifestyle
Did you do it in the last 4 weeks:Walk, include on a treadmill and walking to the store?|active lifestyle
How many times did you do it in the last 4 weeks: Walk, include on a treadmill and walking to the store?|active lifestyle
How much time did you spend on this activity each time (on average): walking (include on a treadmill and walking to the store)?|active lifestyle
Did you do it in the last 4 weeks: bicycling for pleasure or transportation?|active lifestyle
How many times did you do it in the last 4 weeks: bicycling for pleasure or transportation?|active lifestyle
How much time did you spend on this activity each time (on average): bicycling for pleasure or transportation?|active lifestyle
Did you do it in the last 4 weeks: hiking?|active lifestyle
How many times did you do it in the last 4 weeks: hiking?|active lifestyle
How much time did you spend on this activity each time (on average): hiking?|active lifestyle
How many minutes per day would you spend walking to work?|active lifestyle
How many days per week do you spend walking to work?|active lifestyle
Have you done any brisk walking on a regular basis = once per 2 weeks in last 3 months|active lifestyle
Minutes per day you have done brisk walking on a regular basis = once per 2 weeks|active lifestyle
Number of days per week that you have done any brisk walking on a regular basis.|active lifestyle
How many hours did you spend (brisk walking) in an average week?|active lifestyle
How many minutes do you walk or cycle per day to and from work, school and shopping?|active lifestyle
In a usual week, do you walk for at least 10 minutes at a time for recreation, exercise.....|active lifestyle
How many days per week do you walk for at least 10 minutes at a time?|active lifestyle
On days when you walk for at least 10 minutes, how much total time per day do you spend walking?|active lifestyle
Have you done any of the activities in the past 12 months? Walking for exercise|active lifestyle
Number of times each month you have (walked for exercise)?|active lifestyle
Average time per occasion you have (walked for exercise)?|active lifestyle
Have you done any of the activities in the past 12 months? Bicycling|active lifestyle
Number of times each month you have (bicycled)?|active lifestyle
Average time per occasion you have (bicycled)?|active lifestyle
Activities in the past year: Walking for exercise: # of occasions in last 12 months.|active lifestyle
Activities in the past year: Walking for exercise / # times each month|active lifestyle
Activities in the past year: Walking for exercise / Average # of minutes spent on each occasion.|active lifestyle
Activities in the past year: Bicycling: # of occasions in last 12 months.|active lifestyle
Activities in the past year: Bicycling: # times each month|active lifestyle
Activities in the past year: Bicycling / Average # of minutes spent on each occasion.|active lifestyle
Did you bike faster than 10miles/hr in the past 12 months for at least 1 hr?|active lifestyle
Activities in the past year: How many months did you do this activity? Bike faster than 10miles/hr for at least 1 hr|active lifestyle
Activities in the past year:How many of these months were for at least 3 hours per week? Bike faster than 10miles/hr for at least 1 hr|active lifestyle
Leisurely Activities: Did you do leisurely biking in the past 12 months for at least one hour?|active lifestyle
How many months did you do this activity? Leisurely biking in the past 12 months for at least one hour|active lifestyle
How many of these months were for at least 3 hours per week? Leisurely biking in the past 12 months|active lifestyle
Did you take walks or hikes or walk to work in the 12 months for at least 1 hour total time?|active lifestyle
How many of these months did you do this activity? Take walks or hikes or walk to work in the 12 months for at least 1 hour total time|active lifestyle
How many of these months were for at least 4 hours per week? Take walks or hikes or walk to work in the 12 months|active lifestyle
Mark your usual physical activity during the previous year. Mostly walking, lifts, carry little|active lifestyle
Mark your usual physical activity during the previous year. Walking/Bicycling|active lifestyle
In a typical week in the last 4 weeks did you - Walk uphill or hike uphill ?|active lifestyle
In a typical week in the last 4 weeks how many times a week week did you - Walk uphill or hike uphill ?|active lifestyle
In a typical week in the last 4 weeks how many total hours per week did you - Walk uphill or hike uphill ?|active lifestyle
In a typical week in the last 4 weeks did you - Walk fast or briskly for exercise?|active lifestyle
In a typical week, in the last 4 weeks, how many times a week did you walk fast or briskly for exercise?|active lifestyle
In a typical week in the last 4 weeks how many total hours per week did you - Walk fast or briskly for exercise?|active lifestyle
In a typical week in the last 4 weeks did you walk to do errands?|active lifestyle
In a typical week in the last 4 weeks how many times a week week did you - Walk to do errands?|active lifestyle
In a typical week, in the last 4 weeks, how many total hours per week did you walk to do errands?|active lifestyle
In a typical week, in the last 4 weeks, did you walk leisurely for exercise or pleasure?|active lifestyle
In a typical week, in the last 4 weeks, how many times a week week did you walk leisurely for exercise or pleasure?|active lifestyle
In a typical week, in the last 4 weeks, how many total hours per week did you walk leisurely for exercise or pleasure?|active lifestyle
In a typical week, in the last 4 weeks, did you ride a bike?|active lifestyle
In a typical week, in the last 4 weeks, how many times a week did you ride a bike?|active lifestyle
In a typical week, in the last 4 weeks, how many total hours per week did you ride a bike?|active lifestyle
In a typical week, during the last 12 months, (in the summer), how many hours (hr/week) did you spend on each activity: walking?|active lifestyle
In a typical week during the last 12 months (in the winter), how many hours (hr/week) did you spend on each activity: walking?|active lifestyle
In a typical week during the last 12 months (in the summer), how many hours (hr/week) did you spend on each activity: cycling?|active lifestyle
In a typical week during the last 12 months (in the winter), how many hours (hr/week) did you spend on each activity: cycling?|active lifestyle
In a typical week during the past year did you practice any of these activities vigorously? (Walking/Biking)|active lifestyle
How many hours per week in total did you practice such vigorous physical activities? (Walking/Biking)|active lifestyle
Activity levels at work: Do you walk at work carrying nothing heavier than a breifcase....?|active lifestyle
Activity levels at work: hours per week you walk at work carrying nothing heavier than a breifcase....?|active lifestyle
Activity levels at work: Do you walk at work carrying something heavy?|active lifestyle
Activity levels at work: hours per week you walk at work carrying something heavy?|active lifestyle
Recreation: Number of times you did the activity in the last 12 months: walking for pleasure?|active lifestyle
Recreation: Average time per episode you did the activity in the last 12 months: walking for pleasure?|active lifestyle
Recreation: Number of times you did the activity in the last 12 months: racing or rough terrain cycling?|active lifestyle
Recreation: Average time per episode you did the activity in the last 12 months: racing or rough terrain cycling?|active lifestyle
Recreation: Number of times you did the activity in the last 12 months: cycling for pleasure?|active lifestyle
Recreation: Average time per episode you did the activity in the last 12 months: cycling for pleasure?|active lifestyle
Strenuous Exercise: How often did you participate in strenuous activities? (cycling on hills) Please estimate the average amount of time each week.|active lifestyle
Strenuous Exercise: How often did you participate in strenuous activities? (cycling on hills) Please estimate the average number of months each year.|active lifestyle
Moderate Exercise: How often did you participate in moderate activities? (Brisk walking, cycling) Please estimate the average amount of time each week.|active lifestyle
Moderate Exercise: How often did you participate in moderate activities? (Brisk walking, cycling) Please estimate the average number of months each year.|active lifestyle
Other Activities: In the past year, on average, how many hours per day did you spend in each of the following: casual walking?|active lifestyle
Other Activities: How many days per week did you spend in each of the following: casual walking?|active lifestyle
Historical Activities; Number of years bicycling (see Age periods)|active lifestyle
Historical Activities; Number of months per year bicycling (see Age periods)|active lifestyle
Historical Activities; Number of hours per week bicycling (see Age periods)|active lifestyle
Historical Activities;Number of years walking for exercise (see Age periods)|active lifestyle
Historical Activities; Number of months per year walking for exercise (see Age periods)|active lifestyle
Historical Activities; Number of hours per week walking for exercise (see Age periods)|active lifestyle
How many miles did you normally walk each day? (at various age periods)|active lifestyle
Activities you participated in with any regularity: number of years walking for exercise? (at various age periods)|active lifestyle
Activities you participated in with any regularity: number of months per year walking for exercise (at various age periods)|active lifestyle
Activities you participated in with any regularity: number of hours per month walking for exercise (at various age periods)|active lifestyle
Activities you participated in with any regularity: number of years bicycling? (at various age periods)|active lifestyle
Activities you participated in with any regularity: number of months per year bicycling (at various age periods)|active lifestyle
Activities you participated in with any regularity: number of hours per month bicycling (at various age periods)|active lifestyle
During the last 7 days, on how many days did you walk for at least 10 minutes as part of your work?|active lifestyle
How much time did you usually spend on one of those days walking as part of work?|active lifestyle
During the last 7 days, on how many days did you bicycle for at least 10 minutes, to go from place to place?|active lifestyle
How much time did you usually spend on one of those days to bicycle from place to place?|active lifestyle
How much time did you usually spend walking on one of those days walking from place to place?|active lifestyle
During the last 7 days, on how many days did you walk for at least 10 minutes in your leisure time?|active lifestyle
How much time did you usually spend walking on one of those days walking in your leisure time?|active lifestyle
During the last 7 days, on how many days did you do vigorous physical activities; for at least 10 minutes? (Biking)|active lifestyle
How much time did you usually spend walking on one of those days doing vigorous physical activities in your leisure time? (Biking)|active lifestyle
During the last 7 days, on how many days did you do moderate physical activities; for at least 10 minutes? (Biking)|active lifestyle
How much time did you usually spend on one of those days doing moderate physical activities in your leisure time? (Biking)|active lifestyle
During the last 7 days, on how many days did you walk for at least 10 minutes at a time?|active lifestyle
How much time did you usually spend walking on one of those days?|active lifestyle
What is the total amount of time you spent walking over the last 7 days as part of your work?|active lifestyle
How much time did you usually spend walking on one of those days to bicycle from place to place?|active lifestyle
What is the total amount of time you spent over the last 7 days walking from place to place?|active lifestyle
What is the total amount of time you spent over the last 7 days walking for leisure?|active lifestyle
How many minutes a day do you usually walk/bike to and from work, school or errands?|active lifestyle
Did you walk for at least 15 minutes at a time?|active lifestyle
Did you bike for at least 15 minutes at a time?|active lifestyle
How much of your leisure-time did you spend performing the following specific activities last week: walking on work trips?|active lifestyle
How much of your leisure-time did you spend performing the following specific activities last week: conditioning walking?|active lifestyle
How much of your leisure-time did you spend performing the following specific activities last week: conditioning bycycling?|active lifestyle
How much of your leisure-time did you spend performing the following specific activities last week: bicycling on work trips?|active lifestyle
How many kilometers did you perform following physical activities last week? walking|active lifestyle
How many kilometers did you perform following physical activities last week? bicycling|active lifestyle
How many times per month: walking on work trips?|active lifestyle
What duration per month: walking on work trips?|active lifestyle
How many times per month: conditioning walking ?|active lifestyle
What duration per month: conditioning walking ?|active lifestyle
How many times per month: bicycling?|active lifestyle
How many times per month: bicycling on work trips?|active lifestyle
What duration per month: bicycling on work trips?|active lifestyle
Record all activity for each 30 minute period per day: upright activities (walking slowly)|active lifestyle
Record all activity for each 30 minute period per day: walking/light bicycling|active lifestyle
Record all activity for each 30 minute period per day: walking with heavy load and lifting|active lifestyle
Estimate the average duration for all the activities performed in a typical work-day ie. walking on a level ground.|active lifestyle
Estimate the average duration for all the activities performed in a typical work-day ie. Walking on uneven ground|active lifestyle
Estimate the average duration for all the activities performed in a typical work-day ie. Climbing stairs|active lifestyle
Activities you have participated in more than 10 times in a lifetime: Have you participated in walking for exercise|active lifestyle
During the past year, number of months you have you participated in walking for exercise|active lifestyle
During the past year, number of hours per week you have you participated in walking for exercise?|active lifestyle
Did you walk during the past 2 weeks?|active lifestyle
How many times did you walk during the past 2 weeks?|active lifestyle
How long do you usually walk each time?|active lifestyle
Did you cycle in the past 2 weeks?|active lifestyle
How many times did you cycle in the past 2 weeks?|active lifestyle
How long do you usually cycle each time?|active lifestyle
Did you perform this activity in the last 12 months: walk for pleasure?|active lifestyle
Number of months of activity per year: Walk for pleasure?|active lifestyle
Average number of times per month: Walk for pleasure?|active lifestyle
Amount of time per occasion: Walk for pleasure?|active lifestyle
Did you perform this activity in the last 12 months: walk to work?|active lifestyle
Number of months of activity per year: walk to work?|active lifestyle
Average number of times per month: walk to work?|active lifestyle
Amount of time per occasion: Walk to work?|active lifestyle
Did you perform this activity in the last 12 months: walk during work breaks?|active lifestyle
Number of months of activity per year: walk during work breaks?|active lifestyle
Average number of times per month: walk during work breaks?|active lifestyle
