id,Source,Questionaire name,Website/Source,Variable/Variable Question,Activity,Environment,Physical Function,Other Keyword,Comments,PAQ = physical activity questionnaire,
161,,,,"Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Sitting listening to music (on radio, CD, tape, MP3, iPod, etc.) ",listening to music; radio; CD; tape; MP3; iPod,,,,,,
162,,,,"Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around;  Sitting talking on the telephone or texting",sitting talking on the phone; texting,,,,,,
163,,,,"Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around;  Sitting/hanging out/talking with friends or family ",sitting; hanging out; talking with friends or family,,,,,,
164,,,,"Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around;  Reading a book or magazine NOT for school (including comic books) ",readomg a book; reading a magazine; comic book,,,,,,
165,,,,"Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around;  Doing inactive hobbies (music, art, crafts, clubs, going to movies etc) ",inactive hobbies; music; art; crafts; clubs; going to movies,,,,,,
167,,,,"Please indicate how much time on a typical WEEK DAY your child does the following activities, when he/she is mostly sitting, and not moving around; Riding or driving in a car",riding a car; driving a car,,,,,,
168,,,,How often does your child's school have supervised physical activities after school?,,school has supervised physical activities ,,,,,
169,,Yale Physical Activity Survey ,http://www.dapa-toolkit.mrc.ac.uk/documents/en/Yal/Yale_Physical_Activity_Survey.pdf,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Shopping (eg, grocery, clothes) ",shopping; physical activity,,,,,,
170,,,,We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Stair climbing while carrying a load. ,stair climbing while carrying a load; physical activity,,,,,,
171,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Laundry: Unloading/ loading machine, hanging, folding only",physical activities; laundry; unloading loading machine; hanging; folding,,,,,,
172,,,,We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Laundry: Washing clothes by hand ,physical activity; landry; washing clothes by hand,,,,,,
173,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Light housework: tidying, dusting, sweeping, collecting rubbish in the home,
polishing, ironing. ",physical activity; light housework; tidying; dusting; sweeping; collecting rubbish; polishing; ironing,,,,,,
174,,,,We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week.,physical activity,,,,,,
175,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Heavy housework: vacuuming, mopping, scrubbing floors and walls, moving furniture, boxes or rubbish bins. ",physical activity; heavy housework; vacuuming; mopping; scrubbing floors and walls; moving furniture; moving boxes; moving rubbish bins,,,,,,
176,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Food preparation: chopping, stirring, moving about to get food items and pans.",physical activity; food preparation; chopping; stirring; moving about,,,,,,
177,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Food service: setting table, carrying food, serving food  ",physical activity; food service; setting table; carrying food; serving food,,,,,,
178,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Dish washing: clearing the table, washing /drying dishes, putting dishes away.",physical activity; dish washing; clearing the table; washing dishing; drying dishes; putting dishes away,,,,,,
179,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Light home repair. Small appliance repair, light home maintenance / repair. ",physical activity; light home repair; small appliance repair; light home maintenance,,,,,,
180,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Heavy home repair: painting, carpentry, washing/polishing car. ",physical activities; heavy home repair; painting; carpentry; washing car; polishing car,,,,,,
181,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Yard work Gardening, pruning, planting, weeding, digging, hoeing",physical activity; yard work; gardening; pruning; planting; weeding; digging; hoeing,,,,,,
182,,,,We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Yard work: Lawn mowing (walking only) ,physical activities; yard work; lawn mowing; walking,,,,,,
183,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Yard work: Clearing walks/driveways: sweeping, shoveling, raking ",physical activity; yard work; clearing walks; clearing driveways; sweeping; shoveling; raking,,,,,,
184,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Care taking: Older or disabled person (lifting, pushing wheelchair) ",physical activities; care taking; lifing wheelchair; pushing wheelchair,,,,,,
185,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Care taking: Child care (lifting, carrying, pushing pram) ",physical activities; care taking; lifting pram; carrying pram; pushing pram,,,,,,
186,,,,We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Brisk walking ,physical activities; exercise; brisk walking,,,,,,
187,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Pool exercises, stretching, yoga",physical activities; exercise; pool exercises; stretching; yoga,,,,,,
188,,,,"We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Vigorous calisthenics, aerobics",physical activities; exercise; calisthenics; aerobics,,,,,,
189,,,,We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Cycling,physical activities; exercise; cycling,,,,,,
190,,,,We are interested to learn about the types of activities which are part of your regular routine. I am going to show you lists of common types of physical activities. Please tell me how much time (in minutes or hours) you spent during the past week; Exercise: Swimming (laps only) ,physical activities; exercise; swimming,,,,,,
192,,,,About how long do you do this vigorous activity/ies each time?,vigorous activity,,,,,,
193,,,,"Think about the walks you have taken in the past month. About how many times per month did you walk for at least 10 minutes or more without stopping which was not strenuous enough to cause large increases in breathing, heart rate, or leg fatigue or cause you to perspire?",walk,,,,,,
194,,,,"When you did this walking, for how many minutes did you do it?",walking,,,,,,
195,,,,About how many hours per day do you spend moving around on your feet while doing things? Please report only the item that you are actually moving.,moving around,,,,,,
196,,,,Think about how much time you spend standing or moving around on your feet on an average day during the past month. About how many how per day do you stand?,standing; moving around,,,,,,
197,,,, About how many hours did you spend sitting on an average day during the past month?,sitting,,,,,,
198,,,,About how many flights of stairs do you climb up each day? (let 10 steps = 1 flight,climb up stairs,,,,,,
199,,,,"Please compare the amount of physical activity that you do during other seasons of the year with the amount of activity you just reported for a typical week in the past month. For example, in the summer, do you do more or less activity than what you reported in the past month?",physical activity,,,,,,
200,,"University of New Orleans 
Physical Activity & Academic Achievement Among College Students
",https://www.surveymonkey.com/r/?sm=RIonxf5mFm%2f6OG7HDXqajg%3d%3d,How often do you exercise?,exercise,,,,,,
201,,,,With what intensity do you usually exercise?,exercise,,,,,,
202,,,,How long do you usually work out?,work out,,,,,,
203,,2010 National Youth Physical Activity and Nutrition Survey,ftp://ftp.cdc.gov/pub/data/yrbs/nypans/2010nypans_questionnaire.pdf,"Yesterday, were you physically active for a total of at least 60 minutes? (Add up all the time you spent in any kind of physical activity that increased your heart rate and made you breathe hard some of the time.)",physical activities,,,,,,
204,,,,"During the past 7 days, on how many days were you physically active for a total of at least 60 minutes per day?",physically active,,,,,,
205,,,,"On how many of the past 7 days did you exercise or participate in physical activity for at least 20 minutes that made you sweat and breathe hard, such as basketball, soccer, running, swimming laps, fast bicycling, fast dancing, or similar aerobic activities?",physical activity; basketball; soccer; running; swimming laps; bicycling; dancing; aerobic activities,,,,,,
206,,,,"On how many of the past 7 days did you do exercises to strengthen or tone your muscles, such as push-ups, sit-ups, or weight lifting?",exercise; push-ups; sit-ups; weight lifting,,,,,,
207,,,,"On an average school day, how many hours do you play video or computer games or use a computer for something that is not school work? (Include activities such as Nintendo, Game Boy, PlayStation, Xbox, computer games, and the Internet.)",nintendo; game boy; play station; xbox; computer games; internet,,,,,,
208,,,,"On an average school day, how many hours do you spend watching DVDs or videos? Include DVDs or videos you watch on a TV, computer, iPod, or other portable device.",watching DVD or video,,,,,,
209,,,,"On an average school day, how many hours do you watch TV?",watch TV,,,,,,
210,,,,"In an average week when you are in school, on how many days do you go to physical education (PE) classes?",physical education class,,,,,,
211,,,,"During the past 12 months, on how many sports teams did you play? (Include teams run by your school or community groups.)",play sports team,,,,,,
212,,,,"In an average week when you are in school, on
how many days do you walk or ride your bike
to school when weather allows you to do so? ",walk; bike,,,,,,
213,,,,"In an average week when you are in school, on how many days do you walk or ride your bike home from school when weather allows you to do so?",,weather allows ,,walk; bike,,,
214,,,,"During a typical week, how often does an adult in your householdÉencourage you to do physical activities or play sports? ",,adult in your household; encourage ,,physical activities; play sports,,,
215,,,,"During a typical week, how often does an adult in your householdÉdo a physical activity or play sports with you? ",,adult in your household; do with you,,physical activities; play sports,,,
216,,,,"During a typical week, how often does an adult in your householdÉprovide transportation to a place where you can do physical activities or play sports? ",,adult in your household; provide transportation,,physical activities; play sports,,,
217,,,,"During a typical week, how often does an adult in your householdÉwatch you participate in physical activities or sports? ",,adult in your household; watch you participate,,physical activities; play sports,,,
218,,,,"During the past 30 days, did you exercise to lose weight or to keep from gaining weight?",exercise,,,,,,
219,,Physical Activity Scale for the Elderly (PASE),http://www.framinghamheartstudy.org/share/protocols/bmd1_7s_protocol.pdf,"Over the past 7 days, how often did you participate in sitting activities such as reading, watching TV, or doing handcrafts?",sitting activities; reading; watching TV; doing handcrafts,,,,,,
220,,,,"On average, how many hours per day did you engage in these sitting activities?",sitting activities,,,,,,
221,,,,"Over the past 7 days, how often did you take a walk outside your home or yard for any reason? For example, for fun or exercise, walking to work, walking the dog, walking in a mall, etc?",walk; exercise; walking the dog,,,,,,
222,,,,"On average, how many hours per day did you spend walking?",walking,,,,,,
223,,,,"Over the past 7 days, how often did you engage in light sport or recreational activities such as bowling, golf with a cart, shuffleboard, fishing from a boat or pier or other similar activities?",sports; recreational activities; bowling; golf with a cart; shuffleboard; fishing ,,,,,,
224,,,,"On average, how many hours per day did you engage in these light sport or recreational activities?",sports; recreational activities,,,,,,
225,,,,"Over the past 7 days, how often did you engage in moderate sport or recreational activities such as doubles tennis, ballroom dancing, hunting, ice skating, golf without a cart, softball or other similar activities?",sports; recreational activities; double tennis; ballroom dancing; hunting; ice skating; golf without cart; softball,,,,,,
226,,,,"On average, how many hours per day did you engage in these moderate sport or recreational activities?",sports; recreational activities,,,,,,
227,,,,"Over the past 7 days, how often did you engage in strenuous sport or recreational activities such as jogging, swimming, cycling, singles tennis, aerobic dance, skiing (downhill or cross country or other similar activities?",sports; recreational activities; jogging; swimming; cycling; single tennis; aerobic dance; skiing,,,,,,
228,,,,"On average, how many hours per day did you engage in these strenuous activities?",activities,,,,,,
229,,,,"Over the past 7 days, how often did you do any exercises specifically to increase muscle strength or endurance, such as lifting weights or pushups, etc?",exercise; lifting weights; pushups,,,,,,
230,,,,"On average, how many hours per day did you engage in exercises to increase muscle strength or endurance, such as lifting weights, pushups, or physical therapy with weights, etc.?",exercise; lifting weights; pushups; physical therapy with weights,,,,,,
231,,,,"During the past 7 days, have you done any light housework, such as dusting, washing or drying dishes, or ironing?",housework; dusting; washing; drying dishes; ironing,,,,,,
232,,,,"During the past 7 days, have you done any heavy housework or chores such as vacuuming, scrubbing floors, washing windows, or carrying wood?",housework; chores; vacuuming; scrubbing floors; washing windows; carrying wood,,,,,,
233,,,,"During the past 7 days, did you engage in home repairs like painting, wallpapering, electrical work, etc.?",home repairs; painting; wallpapering; electrical work,,,,,,
234,,,,"During the past 7 days, did you engage in lawn work or yard care, including snow or leaf removal, chopping wood, etc?",lawn work; yard care; snow removal; leaf removal shopping wood,,,,,,
235,,,,"During the past 7 days, did you engage in outdoor gardening?",outdoor gardening,,,,,,
239,,,,Which of the following categories best describes the amount of physical activity required on your job and/or volunteer work?,physical activity,,,,,,
240,,The Physical Activity Questionnaire for Older Children (PAQ-C) and Adolescents (PAQ-A) Manual,http://www.hfsf.org/uploads/Physical%20Activity%20Questionnaire%20Manual.pdf,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times?; Skipping",physical activity; skipping,,,,,,
241,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Rowing/canoeing",physical activity; rowing; canoeing,,,,,,
242,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? In-line skating",physical activity; in-line skating,,,,,,
243,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Tag",physical activity; tag,,,,,,
244,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Walking for exercise",physical activity; walking,,,,,,
245,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Bicycling",physical activity; bicycling,,,,,,
246,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Jogging or running ",physical activity; jogging; running,,,,,,
247,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Aerobics",physical activity; aerobics,,,,,,
248,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Swimming",physical activity; swimming,,,,,,
249,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Baseball, softball ",physical activity; baseball; softball,,,,,,
250,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Dance",physical activity; dance,,,,,,
251,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Football",physical activity; football,,,,,,
252,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Badminton",physical activity; badminton,,,,,,
253,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Skateboarding ",physical activity; skateboarding,,,,,,
254,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? soccer ",physical activity; soccer,,,,,,
255,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Street hockey ",physical activity; street hockey,,,,,,
256,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? volleyball ",physical activity; volleyball,,,,,,
257,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Floor hockey ",physical activity; floor hockey,,,,,,
258,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Basketball ",physical activity; basketball,,,,,,
259,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Ice skating ",physical activity; ice skating,,,,,,
260,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Cross-country skiing ",physical activity; cross-country skiing,,,,,,
261,,,,"Physical activity in your spare time: Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? Ice hockey/ringette ",physical activity; ice hockey; ringette,,,,,,
262,,,,"In the last 7 days, during your physical education (PE) classes, how often were you very active (playing hard, running, jumping, throwing)?",physical education class; playing hard; running; jumping; throwing,,,,,,
263,,,,"In the last 7 days, on how many days right after school, did you do sports, dance, or play games in which you were very active? (Check one only.)",sports; dance; play games; active,,,,,,
264,,,,"In the last 7 days, on how many evenings did you do sports, dance, or play games in which you were very active? ",sports; dance; play game; active,,,,,,
265,,,,"On the last weekend, how many times did you do sports, dance, or play games in which you were very active?",sports; dance; play games; active,,,,,,
267,,We Can! CATCH Kids Club Questionnaire,https://www.nhlbi.nih.gov/health/educational/wecan/downloads/CKC-questionnaire.pdf,How likely are you to be physically active 3-5 times a week?,physically active,,,,,,
268,,,,How likely you to exercise and keep moving for most of the time in your after school program?,exercise; keep moving,,,,,,
269,,,,How likely are you to run or bike 3-5 times a week?,run; bike,,,,,,
270,,,,How likely are you to keep up a steady pace without stopping for 15- 20 minutes when you are physically active?,,,keep up a steady pace without stopping,physically active,,,
271,,SAN DIEGO HEALTH & EXERCISE SURVEY,http://www.drjamessallis.sdsu.edu/Documents/S.D.%20Health%20&%20Exercise%20Survey.pdf,How long does your sport or physical activity go for each time?,physical activity,,,,,,
272,,Healthy Living Questionnaire - Hi5 Living,http://www.hi5living.org/pdf/Hi5Living_SelfAssessment_2015.pdf,I enjoy doing at least 60 minutes of moderate physical activities every day.,physical activity,,,,,,
273,,,, I look for ways to include activity in my daily life,activity,,,,,,
274,,,,I do some kind of stretching and strength activities at least 3 times a week.,stretching; strength activities,,,,,,
275,,Lifestyle questionnaire - IRCM,http://www.ircm.qc.ca/CLINIQUE/educoeur/Documents/questionnaire_EN.pdf,How often do you get around on foot or by bicycle? ,get around on foot; bicycle,,,,,,
276,,,,How often do you take the stairs instead of using the elevator?,take stairs,,,,,,
277,,,,How many times a week do you exercise for at least 30 minutes?,exercise,,,,,,
281,,,,Do you organize your time so as to include exercise?,exercise,,,,,,
282,,,,Do you find alternative ways of staying active when the weather is bad and you don't want to go outside to exercise?,,alternative ways; weather is bad,,staying active,,,
283,,,,Do you follow the physical activity recommendations to help you lose weight?,physical activity,,,,,,
284,,,,Do you limit your physical activity for fear of being hungry at the end of a training session?,,fear of being hungry,,physical activity,,,
286,,,,"With me, it's all or nothing, either I exercise every day or I don't do it at all for the week",exercise,,,,,,
287,,,,I'm too tired to cook or exercise,,too tired,,cook; exercise,,,
289,,Healthy Lifestyle Assessment - Queen's University,http://www.queensu.ca/hcds/peermentors/handbook/Healthy%20Lifestyle%20Assessment%20(complete%20assessment).pdf,Do you engage in moderate physical activity 4 Ð 5 times / week?,physical activity,,,,,,
290,,,,Do you enjoy being physically active?,physically active,,,,,,
291,,,,What activities do you participate in now? How often?,activities,,,,,,
292,,,,"How far do you walk each day? (To and from classes, etc.)",walk,,,,,,
293,,The Obligatory Exercise Questionnaire,http://jkthompson.myweb.usf.edu/oeqweb.htm,I engage in physical exercise on a daily basis.,physical exercise,,,,,,
294,,,,"I engage in one/more of the following forms of exercise: walking, jogging/running or weightlifting.",exercise; walking; jogging; running; weightlifting,,,,,,
295,,,,I exercise more than three days per week,exercise,,,,,,
298,,,,My best friend likes to exercise.,,best friend likes to exercise,,exercise,,,
312,,,, I will engage in other forms of exercise if I am unable to engage in my usual form of exercise.             ,exercise,,,,,,
